"MetricName","MetricRoles","MetricUnit","MetricValue"
"Elapsed Time","Any = DriverToReference","s","504.246"
"Elapsed Time","Any = ForcepToReference","s","504.246"
"Path Length","Any = DriverToReference","mm","14064.6"
"Path Length","Any = ForcepToReference","mm","14531.9"
"Elapsed Time","Any = DriverTipToDriver","s","504.246"
"Path Length","Any = DriverTipToDriver","mm","23281.8"
"Elapsed Time","Any = ForcepTipToForcep","s","504.246"
"Path Length","Any = ForcepTipToForcep","mm","14549.3"
"Average Velocity","Any = DriverTipToDriver","mm/s","51.1845"
"Average Velocity","Any = ForcepTipToForcep","mm/s","28.5118"
"Bimanual Dexterity: Translational & Rotational","LeftTool = ForcepTipToForcep, RightTool = DriverTipToDriver","rho","0.038251332298512075	-0.04794314111560624"
"Motion Smoothness","Any = DriverTipToDriver","mm/s^3","707849"
"Motion Smoothness","Any = ForcepTipToForcep","mm/s^3","326621"
"Path Inefficiency","Any = DriverTipToDriver","%","26124.6"
"Path Inefficiency","Any = ForcepTipToForcep","%","46618.2"
"Rotational Actions","Any = DriverTipToDriver","count","118"
"Rotational Actions","Any = ForcepTipToForcep","count","72"
"Rotation Total","Any = DriverTipToDriver","deg","23306.1"
"Rotation Total","Any = ForcepTipToForcep","deg","16848"
"Translational Actions","Any = DriverTipToDriver","count","121"
"Translational Actions","Any = ForcepTipToForcep","count","93"
