"MetricName","MetricRoles","MetricUnit","MetricValue"
"Elapsed Time","Any = DriverToReference","s","274.181"
"Elapsed Time","Any = ForcepToReference","s","274.181"
"Path Length","Any = DriverToReference","mm","10664.8"
"Path Length","Any = ForcepToReference","mm","19586.7"
"Elapsed Time","Any = DriverTipToDriver","s","274.181"
"Path Length","Any = DriverTipToDriver","mm","15604.2"
"Elapsed Time","Any = ForcepTipToForcep","s","274.181"
"Path Length","Any = ForcepTipToForcep","mm","26803.8"
"Average Velocity","Any = DriverTipToDriver","mm/s","73.8485"
"Average Velocity","Any = ForcepTipToForcep","mm/s","113.293"
"Bimanual Dexterity: Translational & Rotational","LeftTool = ForcepTipToForcep, RightTool = DriverTipToDriver","rho","0.058149102321748906	-0.08421902288051922"
"Motion Smoothness","Any = DriverTipToDriver","mm/s^3","551449"
"Motion Smoothness","Any = ForcepTipToForcep","mm/s^3","522516"
"Path Inefficiency","Any = DriverTipToDriver","%","5812.63"
"Path Inefficiency","Any = ForcepTipToForcep","%","12284.1"
"Rotational Actions","Any = DriverTipToDriver","count","57"
"Rotational Actions","Any = ForcepTipToForcep","count","80"
"Rotation Total","Any = DriverTipToDriver","deg","13117.7"
"Rotation Total","Any = ForcepTipToForcep","deg","22310"
"Translational Actions","Any = DriverTipToDriver","count","58"
"Translational Actions","Any = ForcepTipToForcep","count","82"
