"MetricName","MetricRoles","MetricUnit","MetricValue"
"Elapsed Time","Any = DriverToReference","s","250.221"
"Elapsed Time","Any = ForcepToReference","s","250.221"
"Path Length","Any = DriverToReference","mm","12209"
"Path Length","Any = ForcepToReference","mm","11214.7"
"Elapsed Time","Any = DriverTipToDriver","s","250.221"
"Path Length","Any = DriverTipToDriver","mm","17113.3"
"Elapsed Time","Any = ForcepTipToForcep","s","250.221"
"Path Length","Any = ForcepTipToForcep","mm","14628.9"
"Average Velocity","Any = DriverTipToDriver","mm/s","76.3778"
"Average Velocity","Any = ForcepTipToForcep","mm/s","57.4738"
"Bimanual Dexterity: Translational & Rotational","LeftTool = ForcepTipToForcep, RightTool = DriverTipToDriver","rho","0.05758977371268944	-0.05925465245639762"
"Motion Smoothness","Any = DriverTipToDriver","mm/s^3","952876"
"Motion Smoothness","Any = ForcepTipToForcep","mm/s^3","490026"
"Path Inefficiency","Any = DriverTipToDriver","%","5758.96"
"Path Inefficiency","Any = ForcepTipToForcep","%","13679.3"
"Rotational Actions","Any = DriverTipToDriver","count","46"
"Rotational Actions","Any = ForcepTipToForcep","count","65"
"Rotation Total","Any = DriverTipToDriver","deg","11229.7"
"Rotation Total","Any = ForcepTipToForcep","deg","14787.2"
"Translational Actions","Any = DriverTipToDriver","count","52"
"Translational Actions","Any = ForcepTipToForcep","count","79"
