"MetricName","MetricRoles","MetricUnit","MetricValue"
"Elapsed Time","Any = DriverToReference","s","261.358"
"Elapsed Time","Any = ForcepToReference","s","261.358"
"Path Length","Any = DriverToReference","mm","7779.58"
"Path Length","Any = ForcepToReference","mm","17792.2"
"Elapsed Time","Any = DriverTipToDriver","s","261.358"
"Path Length","Any = DriverTipToDriver","mm","11717"
"Elapsed Time","Any = ForcepTipToForcep","s","261.358"
"Path Length","Any = ForcepTipToForcep","mm","20083.4"
"Average Velocity","Any = DriverTipToDriver","mm/s","52.8425"
"Average Velocity","Any = ForcepTipToForcep","mm/s","77.2451"
"Bimanual Dexterity: Translational & Rotational","LeftTool = ForcepTipToForcep, RightTool = DriverTipToDriver","rho","0.06536428851061891	-0.06756729088676472"
"Motion Smoothness","Any = DriverTipToDriver","mm/s^3","494475"
"Motion Smoothness","Any = ForcepTipToForcep","mm/s^3","284738"
"Path Inefficiency","Any = DriverTipToDriver","%","6479.97"
"Path Inefficiency","Any = ForcepTipToForcep","%","10926.5"
"Rotational Actions","Any = DriverTipToDriver","count","51"
"Rotational Actions","Any = ForcepTipToForcep","count","78"
"Rotation Total","Any = DriverTipToDriver","deg","10058.5"
"Rotation Total","Any = ForcepTipToForcep","deg","17254.8"
"Translational Actions","Any = DriverTipToDriver","count","58"
"Translational Actions","Any = ForcepTipToForcep","count","91"
