"MetricName","MetricRoles","MetricUnit","MetricValue"
"Elapsed Time","Any = DriverToReference","s","327.359"
"Elapsed Time","Any = ForcepToReference","s","327.359"
"Path Length","Any = DriverToReference","mm","4701.3"
"Path Length","Any = ForcepToReference","mm","6287.17"
"Elapsed Time","Any = DriverTipToDriver","s","327.359"
"Path Length","Any = DriverTipToDriver","mm","6178.41"
"Elapsed Time","Any = ForcepTipToForcep","s","327.359"
"Path Length","Any = ForcepTipToForcep","mm","5745.17"
"Average Velocity","Any = DriverTipToDriver","mm/s","36.6141"
"Average Velocity","Any = ForcepTipToForcep","mm/s","31.5421"
"Bimanual Dexterity: Translational & Rotational","LeftTool = ForcepTipToForcep, RightTool = DriverTipToDriver","rho","0.026573921276626833	-0.053741907461397787"
"Motion Smoothness","Any = DriverTipToDriver","mm/s^3","247791"
"Motion Smoothness","Any = ForcepTipToForcep","mm/s^3","113736"
"Path Inefficiency","Any = DriverTipToDriver","%","3173.39"
"Path Inefficiency","Any = ForcepTipToForcep","%","2846.24"
"Rotational Actions","Any = DriverTipToDriver","count","38"
"Rotational Actions","Any = ForcepTipToForcep","count","27"
"Rotation Total","Any = DriverTipToDriver","deg","5447.61"
"Rotation Total","Any = ForcepTipToForcep","deg","5857.83"
"Translational Actions","Any = DriverTipToDriver","count","51"
"Translational Actions","Any = ForcepTipToForcep","count","48"
