"MetricName","MetricRoles","MetricUnit","MetricValue"
"Elapsed Time","Any = DriverToReference","s","907.075"
"Elapsed Time","Any = ForcepToReference","s","907.075"
"Path Length","Any = DriverToReference","mm","27591.5"
"Path Length","Any = ForcepToReference","mm","30901.5"
"Elapsed Time","Any = DriverTipToDriver","s","907.075"
"Path Length","Any = DriverTipToDriver","mm","33874.2"
"Elapsed Time","Any = ForcepTipToForcep","s","907.075"
"Path Length","Any = ForcepTipToForcep","mm","35651.2"
"Average Velocity","Any = DriverTipToDriver","mm/s","43.8274"
"Average Velocity","Any = ForcepTipToForcep","mm/s","45.5079"
"Bimanual Dexterity: Translational & Rotational","LeftTool = ForcepTipToForcep, RightTool = DriverTipToDriver","rho","0.06213302232632228	-0.04725489099123439"
"Motion Smoothness","Any = DriverTipToDriver","mm/s^3","864842"
"Motion Smoothness","Any = ForcepTipToForcep","mm/s^3","642214"
"Path Inefficiency","Any = DriverTipToDriver","%","26431.6"
"Path Inefficiency","Any = ForcepTipToForcep","%","6804.37"
"Rotational Actions","Any = DriverTipToDriver","count","105"
"Rotational Actions","Any = ForcepTipToForcep","count","155"
"Rotation Total","Any = DriverTipToDriver","deg","15351"
"Rotation Total","Any = ForcepTipToForcep","deg","36906.5"
"Translational Actions","Any = DriverTipToDriver","count","125"
"Translational Actions","Any = ForcepTipToForcep","count","208"
