"MetricName","MetricRoles","MetricUnit","MetricValue"
"Elapsed Time","Any = DriverToReference","s","260.765"
"Elapsed Time","Any = ForcepToReference","s","260.765"
"Path Length","Any = DriverToReference","mm","1912.08"
"Path Length","Any = ForcepToReference","mm","12610.1"
"Elapsed Time","Any = DriverTipToDriver","s","260.765"
"Path Length","Any = DriverTipToDriver","mm","2655.68"
"Elapsed Time","Any = ForcepTipToForcep","s","260.765"
"Path Length","Any = ForcepTipToForcep","mm","13833.2"
"Average Velocity","Any = DriverTipToDriver","mm/s","11.0078"
"Average Velocity","Any = ForcepTipToForcep","mm/s","53.6191"
"Bimanual Dexterity: Translational & Rotational","LeftTool = ForcepTipToForcep, RightTool = DriverTipToDriver","rho","0.05943424224987175	-0.02548067359106901"
"Motion Smoothness","Any = DriverTipToDriver","mm/s^3","323967"
"Motion Smoothness","Any = ForcepTipToForcep","mm/s^3","393666"
"Path Inefficiency","Any = DriverTipToDriver","%","1129.7"
"Path Inefficiency","Any = ForcepTipToForcep","%","5742.62"
"Rotational Actions","Any = DriverTipToDriver","count","10"
"Rotational Actions","Any = ForcepTipToForcep","count","51"
"Rotation Total","Any = DriverTipToDriver","deg","2192.18"
"Rotation Total","Any = ForcepTipToForcep","deg","12393"
"Translational Actions","Any = DriverTipToDriver","count","14"
"Translational Actions","Any = ForcepTipToForcep","count","68"
