"MetricName","MetricRoles","MetricUnit","MetricValue"
"Elapsed Time","Any = DriverToReference","s","394.386"
"Elapsed Time","Any = ForcepToReference","s","394.386"
"Path Length","Any = DriverToReference","mm","10825.3"
"Path Length","Any = ForcepToReference","mm","13300.3"
"Elapsed Time","Any = DriverTipToDriver","s","394.386"
"Path Length","Any = DriverTipToDriver","mm","21249.6"
"Elapsed Time","Any = ForcepTipToForcep","s","394.386"
"Path Length","Any = ForcepTipToForcep","mm","14782"
"Average Velocity","Any = DriverTipToDriver","mm/s","70.0987"
"Average Velocity","Any = ForcepTipToForcep","mm/s","46.857"
"Bimanual Dexterity: Translational & Rotational","LeftTool = ForcepTipToForcep, RightTool = DriverTipToDriver","rho","0.05879001651675365	-0.06745478919254028"
"Motion Smoothness","Any = DriverTipToDriver","mm/s^3","623479"
"Motion Smoothness","Any = ForcepTipToForcep","mm/s^3","383127"
"Path Inefficiency","Any = DriverTipToDriver","%","14528.6"
"Path Inefficiency","Any = ForcepTipToForcep","%","4994.63"
"Rotational Actions","Any = DriverTipToDriver","count","81"
"Rotational Actions","Any = ForcepTipToForcep","count","71"
"Rotation Total","Any = DriverTipToDriver","deg","17083.2"
"Rotation Total","Any = ForcepTipToForcep","deg","23359.9"
"Translational Actions","Any = DriverTipToDriver","count","96"
"Translational Actions","Any = ForcepTipToForcep","count","73"
