"MetricName","MetricRoles","MetricUnit","MetricValue"
"Elapsed Time","Any = DriverToReference","s","438.354"
"Elapsed Time","Any = ForcepToReference","s","438.354"
"Path Length","Any = DriverToReference","mm","20920"
"Path Length","Any = ForcepToReference","mm","18063.9"
"Elapsed Time","Any = DriverTipToDriver","s","438.354"
"Path Length","Any = DriverTipToDriver","mm","25048.2"
"Elapsed Time","Any = ForcepTipToForcep","s","438.354"
"Path Length","Any = ForcepTipToForcep","mm","17164.4"
"Average Velocity","Any = DriverTipToDriver","mm/s","73.182"
"Average Velocity","Any = ForcepTipToForcep","mm/s","49.339"
"Motion Smoothness","Any = DriverTipToDriver","mm/s^3","426134"
"Motion Smoothness","Any = ForcepTipToForcep","mm/s^3","449132"
"Path Inefficiency","Any = DriverTipToDriver","%","18349.9"
"Path Inefficiency","Any = ForcepTipToForcep","%","9376.16"
"Rotational Actions","Any = DriverTipToDriver","count","126"
"Rotational Actions","Any = ForcepTipToForcep","count","76"
"Rotation Total","Any = DriverTipToDriver","deg","15246.2"
"Rotation Total","Any = ForcepTipToForcep","deg","14504.6"
"Translational Actions","Any = DriverTipToDriver","count","153"
"Translational Actions","Any = ForcepTipToForcep","count","111"
"Bimanual Dexterity: Translational & Rotational","LeftTool = DriverTipToDriver, RightTool = ForcepTipToForcep","rho","0.012092440718656443	-0.0853809010906115"
