"MetricName","MetricRoles","MetricUnit","MetricValue"
"Elapsed Time","Any = DriverToReference","s","395.339"
"Elapsed Time","Any = ForcepToReference","s","395.339"
"Path Length","Any = DriverToReference","mm","12518.9"
"Path Length","Any = ForcepToReference","mm","7546.83"
"Elapsed Time","Any = DriverTipToDriver","s","395.339"
"Path Length","Any = DriverTipToDriver","mm","20308.3"
"Elapsed Time","Any = ForcepTipToForcep","s","395.339"
"Path Length","Any = ForcepTipToForcep","mm","8246.35"
"Average Velocity","Any = DriverTipToDriver","mm/s","74.4585"
"Average Velocity","Any = ForcepTipToForcep","mm/s","31.8551"
"Bimanual Dexterity: Translational & Rotational","LeftTool = ForcepTipToForcep, RightTool = DriverTipToDriver","rho","0.05757162839615139	-0.04485158915775015"
"Motion Smoothness","Any = DriverTipToDriver","mm/s^3","585992"
"Motion Smoothness","Any = ForcepTipToForcep","mm/s^3","415885"
"Path Inefficiency","Any = DriverTipToDriver","%","3717.07"
"Path Inefficiency","Any = ForcepTipToForcep","%","2448.13"
"Rotational Actions","Any = DriverTipToDriver","count","58"
"Rotational Actions","Any = ForcepTipToForcep","count","37"
"Rotation Total","Any = DriverTipToDriver","deg","12860.2"
"Rotation Total","Any = ForcepTipToForcep","deg","7245.9"
"Translational Actions","Any = DriverTipToDriver","count","42"
"Translational Actions","Any = ForcepTipToForcep","count","52"
